"","Start","RVDirectionPred"
"305","2008-12-12",1
"306","2008-12-15",0
"307","2008-12-16",1
"308","2008-12-17",0
"309","2008-12-18",0
"310","2008-12-19",0
"311","2008-12-22",0
"312","2008-12-23",0
"313","2008-12-24",0
"314","2008-12-26",0
"315","2008-12-29",0
"316","2008-12-30",1
"317","2008-12-31",0
"318","2009-01-02",1
"319","2009-01-05",0
"320","2009-01-06",0
"321","2009-01-07",0
"322","2009-01-08",0
"323","2009-01-09",0
"324","2009-01-12",0
"325","2009-01-13",0
"326","2009-01-14",0
"327","2009-01-15",0
"328","2009-01-16",0
"329","2009-01-20",0
"330","2009-01-21",1
"331","2009-01-22",0
"332","2009-01-23",0
"333","2009-01-26",0
"334","2009-01-27",0
"335","2009-01-28",0
"336","2009-01-29",0
"337","2009-01-30",0
"338","2009-02-02",0
"339","2009-02-03",0
"340","2009-02-04",0
"341","2009-02-05",0
"342","2009-02-06",0
"343","2009-02-09",0
"344","2009-02-10",0
"345","2009-02-11",0
"346","2009-02-12",0
"347","2009-02-13",0
"348","2009-02-17",0
"349","2009-02-18",0
"350","2009-02-19",0
"351","2009-02-20",0
"352","2009-02-23",0
"353","2009-02-24",0
"354","2009-02-25",0
"355","2009-02-26",0
"356","2009-02-27",0
"357","2009-03-02",0
"358","2009-03-03",0
"359","2009-03-04",0
"360","2009-03-05",0
"361","2009-03-06",0
"362","2009-03-09",0
"363","2009-03-10",1
"364","2009-03-11",0
"365","2009-03-12",0
"366","2009-03-13",0
"367","2009-03-16",0
"368","2009-03-17",0
"369","2009-03-18",0
"370","2009-03-19",0
"371","2009-03-20",0
"372","2009-03-23",1
"373","2009-03-24",0
"374","2009-03-25",0
"375","2009-03-26",1
"376","2009-03-27",0
"377","2009-03-30",0
"378","2009-03-31",0
"379","2009-04-01",0
"380","2009-04-02",0
"381","2009-04-03",0
"382","2009-04-06",0
"383","2009-04-07",0
"384","2009-04-08",0
"385","2009-04-09",1
"386","2009-04-13",0
"387","2009-04-14",0
"388","2009-04-15",0
"389","2009-04-16",0
"390","2009-04-17",0
"391","2009-04-20",0
"392","2009-04-21",1
"393","2009-04-22",0
"394","2009-04-23",1
"395","2009-04-24",0
"396","2009-04-27",0
"397","2009-04-28",0
"398","2009-04-29",0
"399","2009-04-30",0
"400","2009-05-01",0
"401","2009-05-04",1
"402","2009-05-05",0
"403","2009-05-06",0
"404","2009-05-07",0
"405","2009-05-08",0
"406","2009-05-11",0
"407","2009-05-12",0
"408","2009-05-13",0
"409","2009-05-14",0
"410","2009-05-15",0
"411","2009-05-18",1
"412","2009-05-19",0
"413","2009-05-20",0
"414","2009-05-21",0
"415","2009-05-22",0
"416","2009-05-26",0
"417","2009-05-27",0
"418","2009-05-28",0
"419","2009-05-29",1
"420","2009-06-01",0
"421","2009-06-02",0
"422","2009-06-03",0
"423","2009-06-04",1
"424","2009-06-05",0
"425","2009-06-08",0
"426","2009-06-09",0
"427","2009-06-10",0
"428","2009-06-11",0
"429","2009-06-12",0
"430","2009-06-15",0
"431","2009-06-16",0
"432","2009-06-17",0
"433","2009-06-18",1
"434","2009-06-19",0
"435","2009-06-22",0
"436","2009-06-23",0
"437","2009-06-24",0
"438","2009-06-25",0
"439","2009-06-26",0
"440","2009-06-29",1
"441","2009-06-30",0
"442","2009-07-01",0
"443","2009-07-02",0
"444","2009-07-06",1
"445","2009-07-07",0
"446","2009-07-08",1
"447","2009-07-09",0
"448","2009-07-10",0
"449","2009-07-13",1
"450","2009-07-14",1
"451","2009-07-15",1
"452","2009-07-16",0
"453","2009-07-17",0
"454","2009-07-20",1
"455","2009-07-21",0
"456","2009-07-22",0
"457","2009-07-23",0
"458","2009-07-24",1
"459","2009-07-27",1
"460","2009-07-28",0
"461","2009-07-29",0
"462","2009-07-30",0
"463","2009-07-31",0
"464","2009-08-03",1
"465","2009-08-04",1
"466","2009-08-05",1
"467","2009-08-06",0
"468","2009-08-07",1
"469","2009-08-10",0
"470","2009-08-11",0
"471","2009-08-12",1
"472","2009-08-13",1
"473","2009-08-14",1
"474","2009-08-17",1
"475","2009-08-18",0
"476","2009-08-19",1
"477","2009-08-20",0
"478","2009-08-21",1
"479","2009-08-24",0
"480","2009-08-25",0
"481","2009-08-26",0
"482","2009-08-27",0
"483","2009-08-28",0
"484","2009-08-31",0
"485","2009-09-01",0
"486","2009-09-02",0
"487","2009-09-03",1
"488","2009-09-04",0
"489","2009-09-08",1
"490","2009-09-09",0
"491","2009-09-10",1
"492","2009-09-11",0
"493","2009-09-14",1
"494","2009-09-15",0
"495","2009-09-16",1
"496","2009-09-17",0
"497","2009-09-18",0
"498","2009-09-21",0
"499","2009-09-22",0
"500","2009-09-23",1
"501","2009-09-24",1
"502","2009-09-25",0
"503","2009-09-28",1
"504","2009-09-29",0
"505","2009-09-30",1
"506","2009-10-01",0
"507","2009-10-02",0
"508","2009-10-05",1
"509","2009-10-06",1
"510","2009-10-07",0
"511","2009-10-08",0
"512","2009-10-09",1
"513","2009-10-12",0
"514","2009-10-13",0
"515","2009-10-14",1
"516","2009-10-15",1
"517","2009-10-16",0
"518","2009-10-19",0
"519","2009-10-20",0
"520","2009-10-21",1
"521","2009-10-22",1
"522","2009-10-23",1
"523","2009-10-26",1
"524","2009-10-27",0
"525","2009-10-28",1
"526","2009-10-29",1
"527","2009-10-30",0
"528","2009-11-02",1
"529","2009-11-03",1
"530","2009-11-04",0
"531","2009-11-05",1
"532","2009-11-06",0
"533","2009-11-09",1
"534","2009-11-10",0
"535","2009-11-11",0
"536","2009-11-12",0
"537","2009-11-13",0
"538","2009-11-16",0
"539","2009-11-17",0
"540","2009-11-18",0
"541","2009-11-19",1
"542","2009-11-20",0
"543","2009-11-23",1
"544","2009-11-24",0
"545","2009-11-25",0
"546","2009-11-27",1
"547","2009-11-30",0
"548","2009-12-01",1
"549","2009-12-02",0
"550","2009-12-03",1
"551","2009-12-04",1
"552","2009-12-07",0
"553","2009-12-08",0
"554","2009-12-09",0
"555","2009-12-10",0
"556","2009-12-11",0
"557","2009-12-14",0
"558","2009-12-15",0
"559","2009-12-16",0
"560","2009-12-17",0
"561","2009-12-18",1
"562","2009-12-21",1
"563","2009-12-22",0
"564","2009-12-23",0
